uid,catalog,number,species,scientificName,age,heightM,girthCm,canopyM,address,grade,lat,lng,coordinateQuality,sourcePage,sourceDocument
常熟市-常470,常熟市,常470,板栗,Castanea mollissima Bl.,321,13,320,16,四高僧墓西墙外茶室旁南,二级,31.565567,120.773121,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常471,常熟市,常471,马尾松,Pinus massoniana Lamb.,221,14.3,154,8,四高僧墓西墙外靠南,三级,31.643718,120.636663,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常472,常熟市,常472,板栗,Castanea mollissima Bl.,221,16.7,239,14,四高僧墓西墙外薛和生墓边,三级,31.577799,120.759552,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常473,常熟市,常473,板栗,Castanea mollissima Bl.,321,12.8,214,15,四高僧墓西墙外茶室旁,二级,31.706609,120.701897,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常474,常熟市,常474,板栗,Castanea mollissima Bl.,221,12,236,17,四高僧墓西围墙外,三级,31.73143,120.736415,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常475,常熟市,常475,板栗,Castanea mollissima Bl.,221,8,242,6,四高僧墓西墙外60米茶室前,三级,31.648376,120.794127,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常476,常熟市,常476,板栗,Castanea mollissima Bl.,221,10,198,10,四高僧墓西北侧寺路街北,三级,31.646077,120.744503,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常477,常熟市,常477,银杏,Ginkgo biloba L.,120,15.8,148,9,三峰寺大雄宝殿东侧山坡,三级,31.553367,120.746006,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常478,常熟市,常478,银杏,Ginkgo biloba L.,170,21,204,9,三峰寺大雄宝殿东侧山上,三级,31.660225,120.711854,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常479,常熟市,常479,大叶榉树,Zelkova schneideriana Hand.-Mazz.,171,23,88,14,三峰寺天王殿西侧,三级,31.730595,120.7071,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常480,常熟市,常480,大叶榉树,Zelkova schneideriana Hand.-Mazz.,171,14.5,97,14,三峰寺餐厅东侧,三级,31.718737,120.758727,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常481,常熟市,常481,大叶榉树,Zelkova schneideriana Hand.-Mazz.,121,16.5,151,14,三峰寺天王殿东侧,三级,31.641996,120.750575,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常482,常熟市,常482,大叶榉树,Zelkova schneideriana Hand.-Mazz.,221,14,188,17,三峰寺天王殿东侧,三级,31.634921,120.703235,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常483,常熟市,常483,大叶榉树,Zelkova schneideriana Hand.-Mazz.,120,2,123,0,三峰寺车辆入口处,三级,31.616094,120.698485,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常484,常熟市,常484,大叶榉树,Zelkova schneideriana Hand.-Mazz.,121,11.5,173,13,三峰寺天王殿东侧,三级,31.549558,120.736286,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常485,常熟市,常485,大叶榉树,Zelkova schneideriana Hand.-Mazz.,220,15.2,148,13,三峰寺天王殿东侧,三级,31.575332,120.814233,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常486,常熟市,常486,大叶榉树,Zelkova schneideriana Hand.-Mazz.,121,14.5,151,14,三峰寺天王殿东侧台阶处,三级,31.586888,120.821369,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常487,常熟市,常487,大叶榉树,Zelkova schneideriana Hand.-Mazz.,121,15.5,129,10,三峰寺天王殿东侧,三级,31.71429,120.740256,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常488,常熟市,常488,大叶榉树,Zelkova schneideriana Hand.-Mazz.,121,15,154,15,三峰寺天王殿东侧,三级,31.708151,120.796511,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常489,常熟市,常489,大叶榉树,Zelkova schneideriana Hand.-Mazz.,121,14.5,148,11,三峰寺山门殿正门前东200米,三级,31.552587,120.728284,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常490,常熟市,常490,大叶榉树,Zelkova schneideriana Hand.-Mazz.,121,16,166,11,三峰寺山门殿正门西侧,三级,31.675872,120.677146,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常491,常熟市,常491,楸树,Catalpa bungei C.A.Mey,241,18.5,210,11,三峰寺山门殿正门前东侧,三级,31.661382,120.784307,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常492,常熟市,常492,楸树,Catalpa bungei C.A.Mey,241,17.5,195,9,三峰寺山门殿正前门西侧,三级,31.586005,120.814215,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常493,常熟市,常493,枫香,Liquidambar formosana Hance,141,15,154,14,三峰寺道口陈家坞,三级,31.679896,120.648227,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常494,常熟市,常494,枫香,Liquidambar formosana Hance,141,16,242,8,三峰寺山门广场西侧山坡,三级,31.71234,120.749934,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常495,常熟市,常495,枫香,Liquidambar formosana Hance,141,28,242,18,三峰寺道口边陈家坞,三级,31.656779,120.715381,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常496,常熟市,常496,枫香,Liquidambar formosana Hance,141,27.5,182,9,三峰寺登山台阶西侧树林中,三级,31.717397,120.692244,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常497,常熟市,常497,枫香,Liquidambar formosana Hance,140,27,195,15,三峰寺道口右侧竹林中,三级,31.605907,120.84532,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常498,常熟市,常498,枫香,Liquidambar formosana Hance,140,22.4,173,9,三峰寺车辆入口南侧山坡,三级,31.670731,120.863183,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常499,常熟市,常499,枫香,Liquidambar formosana Hance,241,21,173,8,三峰寺影壁西边,三级,31.61487,120.743446,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常500,常熟市,常500,板栗,Castanea mollissima Bl.,121,14,166,11,三峰寺道口南侧毛竹林,三级,31.711357,120.786311,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常501,常熟市,常501,板栗,Castanea mollissima Bl.,121,15,141,18,三峰寺道口南侧路边,三级,31.624583,120.744191,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常502,常熟市,常502,板栗,Castanea mollissima Bl.,121,14,210,12,三峰寺道口南侧路边,三级,31.608851,120.700097,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常503,常熟市,常503,板栗,Castanea mollissima Bl.,121,13,157,11,三峰寺道口北侧竹林边陈家坞,三级,31.599775,120.674332,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常505,常熟市,常505,板栗,Castanea mollissima Bl.,121,14,135,9,三峰寺道口南侧路边,三级,31.684561,120.853879,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常506,常熟市,常506,板栗,Castanea mollissima Bl.,121,12,176,10,三峰寺道口北侧竹林里陈家坞,三级,31.704644,120.798464,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常507,常熟市,常507,板栗,Castanea mollissima Bl.,121,14.5,162,14,三峰寺道口北侧路边停车场,三级,31.619174,120.862577,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常508,常熟市,常508,板栗,Castanea mollissima Bl.,121,14,176,13,三峰寺道口南侧路边,三级,31.591316,120.774994,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常509,常熟市,常509,板栗,Castanea mollissima Bl.,221,15.8,276,12,三峰寺道口北侧竹林里,三级,31.577321,120.731203,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常510,常熟市,常510,板栗,Castanea mollissima Bl.,121,14,163,14,三峰寺道口登山台阶东边,三级,31.667246,120.73638,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常512,常熟市,常512,银杏,Ginkgo biloba L.,1020,17,496,26,虞山龙殿山庄,一级,31.62648,120.813124,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常513,常熟市,常513,银杏,Ginkgo biloba L.,520,13.5,90,12,小云栖寺内,一级,31.597438,120.683862,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常514,常熟市,常514,罗汉松,Podocarpus macrophyllus (Thunb.) Sweet,320,9,171,9,小云栖寺内,二级,31.699581,120.670921,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常515,常熟市,常515,紫藤,Wisteria sinensis (Sims) Sweet,370,15.5,85,11,小云栖寺内,二级,31.748511,120.733537,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常516,常熟市,常516,枫香,Liquidambar formosana Hance,120,14.5,108,12,小云栖寺内,三级,31.588556,120.715197,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常517,常熟市,常517,银杏,Ginkgo biloba L.,340,20,287,9,藏海寺山门前东侧,二级,31.592265,120.672489,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常518,常熟市,常518,银杏,Ginkgo biloba L.,340,17.5,293,11,藏海寺山门前西侧,二级,31.560769,120.731144,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常519,常熟市,常519,银杏,Ginkgo biloba L.,340,18,300,13,藏海寺内,二级,31.635025,120.662374,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常520,常熟市,常520,银杏,Ginkgo biloba L.,340,16.5,289,15,藏海寺普光明殿园内东角,二级,31.616448,120.706077,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常521,常熟市,常521,银杏,Ginkgo biloba L.,340,19.5,281,15,藏海寺普光明殿两墙边,二级,31.600404,120.808605,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常522,常熟市,常522,圆柏,Juniperus chinensis Roxb.,440,4,81,3,藏海寺觉悟佛堂门前,二级,31.737504,120.805399,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常523,常熟市,常523,圆柏,Juniperus chinensis Roxb.,220,7,78,4,藏海寺觉悟佛堂门前,三级,31.706403,120.800657,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常524,常熟市,常524,银杏,Ginkgo biloba L.,440,18,160,11,虞山维摩茶厂园内,二级,31.67192,120.799257,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常525,常熟市,常525,木樨,Osmanthus fragrans Lour.,180,7,116,12,虞山维摩茶厂园内,三级,31.613833,120.81365,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常526,常熟市,常526,木樨,Osmanthus fragrans Lour.,120,5,60,4,虞山维摩茶厂园内,三级,31.7045,120.725555,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常527,常熟市,常527,银杏,Ginkgo biloba L.,180,21.5,276,6,宝岩村,三级,31.678579,120.759241,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常528,常熟市,常528,银杏,Ginkgo biloba L.,180,24,264,16,宝岩村,三级,31.590852,120.690276,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常529,常熟市,常529,枫香,Liquidambar formosana Hance,140,27.7,193,15,翁同龢墓旁边,三级,31.567057,120.819891,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常530,常熟市,常530,枫香,Liquidambar formosana Hance,120,28,174,14,虞山翁同龢墓林场围栏旁,三级,31.675483,120.719998,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常531,常熟市,常531,枫香,Liquidambar formosana Hance,120,22,147,11,虞山翁同龢墓铜像旁,三级,31.630462,120.675739,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常532,常熟市,常532,圆柏,Juniperus chinensis Roxb.,520,13.8,126,6,虞山翁同龢墓旁,一级,31.599951,120.652491,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常533,常熟市,常533,马尾松,Pinus massoniana Lamb.,220,32,123,5,虞山翁同龢墓木栈道旁,三级,31.738869,120.767302,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常534,常熟市,常534,香樟,Camphora officinarum Nees,120,20.5,73,18,宝岩寺门前,三级,31.745872,120.746344,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常535,常熟市,常535,香樟,Camphora officinarum Nees,220,20.5,247,17,宝岩寺大门内,三级,31.732226,120.820424,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常536,常熟市,常536,香樟,Camphora officinarum Nees,120,21.5,264,20,宝岩寺门内,三级,31.56085,120.707699,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常537,常熟市,常537,银杏,Ginkgo biloba L.,106,14,144,12,宝岩寺内,三级,31.707628,120.749472,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常538,常熟市,常538,杨梅,Morella rubra Lour.,320,7.5,64,6,宝岩观光园竹林内,二级,31.699245,120.679668,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常539,常熟市,常539,杨梅,Morella rubra Lour.,320,6.8,51,5,宝岩观光园竹林内,二级,31.571069,120.742295,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
