uid,catalog,number,species,scientificName,age,heightM,girthCm,canopyM,address,grade,lat,lng,coordinateQuality,sourcePage,sourceDocument
张家港市-张01,张家港市,张01,银杏,Ginkgo biloba L.,195,17,250,11.5,塘桥镇何桥村楼小庙桥,三级,31.897957,120.611014,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张02,张家港市,张02,银杏,Ginkgo biloba L.,165,15,190,10.5,塘桥镇何桥村沈巷,三级,31.907618,120.472895,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张03,张家港市,张03,银杏,Ginkgo biloba L.,165,18,230,11.25,塘桥镇何桥村沈巷,三级,31.798795,120.65161,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张04,张家港市,张04,银杏,Ginkgo biloba L.,165,17,182,9.5,塘桥镇何桥村沈巷,三级,31.908876,120.673477,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张05,张家港市,张05,银杏,Ginkgo biloba L.,165,7.5,210,6.2,塘桥镇周巷村李王村镇中路,三级,31.786837,120.604977,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张06,张家港市,张06,银杏,Ginkgo biloba L.,165,10.5,200,9,塘桥镇周巷村李王村镇中路,三级,31.820683,120.463345,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张07,张家港市,张07,银杏,Ginkgo biloba L.,315,15.5,283,12.05,塘桥镇韩山村黄家桥,二级,31.851201,120.567632,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张08,张家港市,张08,银杏,Ginkgo biloba L.,210,12.5,235,6.7,塘桥镇韩山村黄家桥,三级,31.855953,120.685133,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张09,张家港市,张09,银杏,Ginkgo biloba L.,120,14,215,10.15,塘桥镇青龙村上相村,三级,31.871196,120.562143,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张11,张家港市,张11,红豆树,Ormosia hosiei Hemsl. & E. H. Wilson,215,11,180,14.6,凤凰镇支山村红豆园,三级,31.852882,120.469634,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张12,张家港市,张12,银杏,Ginkgo biloba L.,150,13,206,10.7,凤凰镇支山村静修堂,三级,31.869062,120.56806,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张15,张家港市,张15,银杏,Ginkgo biloba L.,220,18.5,300,13,凤凰镇港口社区西塘街北侧,三级,31.816904,120.634448,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张16,张家港市,张16,银杏,Ginkgo biloba L.,135,15.5,190,11.25,凤凰镇程墩村安康路西侧,三级,31.88357,120.685818,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张17,张家港市,张17,银杏,Ginkgo biloba L.,235,18,330,11.9,凤凰镇清水村高升堂,三级,31.927489,120.580931,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张18,张家港市,张18,银杏,Ginkgo biloba L.,235,11,200,9.55,凤凰镇清水村高升堂,三级,31.80691,120.485571,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张19,张家港市,张19,银杏,Ginkgo biloba L.,175,15,188,13.15,凤凰镇双塘村恬庄初中对面,三级,31.887823,120.46873,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张20,张家港市,张20,银杏,Ginkgo biloba L.,225,8.5,210,6.15,凤凰镇杏市村万寿庵路口,三级,31.893841,120.471315,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张21,张家港市,张21,银杏,Ginkgo biloba L.,215,14.5,245,8.9,凤凰镇恬庄村大王堂庙,三级,31.864741,120.548284,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张22,张家港市,张22,银杏,Ginkgo biloba L.,215,9.5,180,4.6,凤凰镇恬庄村恬庄老街,三级,31.825693,120.506452,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张23,张家港市,张23,银杏,Ginkgo biloba L.,375,20.5,420,15.3,凤凰镇双塘村沪武高速凤凰出口互通,二级,31.866597,120.455209,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张25,张家港市,张25,银杏,Ginkgo biloba L.,165,15.5,210,11,凤凰镇双塘村沪武高速凤凰出口互通,三级,31.83264,120.652325,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张26,张家港市,张26,银杏,Ginkgo biloba L.,165,16.5,220,9.9,凤凰镇双塘村沪武高速凤凰出口互通,三级,31.811575,120.6361,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张31,张家港市,张31,银杏,Ginkgo biloba L.,195,12.5,245,10.75,锦丰镇向阳村锦阳河西,三级,31.91217,120.643579,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张33,张家港市,张33,银杏,Ginkgo biloba L.,145,16.5,206,11.5,经开区城东社区市一中,三级,31.800222,120.597958,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张34,张家港市,张34,银杏,Ginkgo biloba L.,375,12,356,6.1,经开区横河社区华芳金陵北古银杏园,二级,31.816157,120.555094,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张35,张家港市,张35,银杏,Ginkgo biloba L.,225,12,257,7,经开区斜桥村长安北路,三级,31.9498,120.521326,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张36,张家港市,张36,银杏,Ginkgo biloba L.,225,10,215,10.85,经开区斜桥村长安北路,三级,31.842898,120.464119,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张37,张家港市,张37,银杏,Ginkgo biloba L.,136,15,217,8.6,经开区田垛里社区金田路,三级,31.850792,120.6677,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张38,张家港市,张38,银杏,Ginkgo biloba L.,215,17,310,9.9,经开区庆安村原庆安小学,三级,31.934872,120.589138,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张41,张家港市,张41,银杏,Ginkgo biloba L.,120,17.5,248,11.15,锦丰镇西港村原小学,三级,31.906258,120.576126,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张43,张家港市,张43,黄杨,Buxus sinica (Rehder & E. H. Wilson) M. Cheng,155,6.3,77,6.55,锦丰镇星火村张家港开放大学,三级,31.910616,120.587918,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张46,张家港市,张46,银杏,Ginkgo biloba L.,165,14.5,190,11.9,锦丰镇星火村大南路,三级,31.795454,120.563209,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张47,张家港市,张47,银杏,Ginkgo biloba L.,280,20.4,410,10.55,锦丰镇光明村村委西侧,三级,31.941007,120.562707,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张48,张家港市,张48,银杏,Ginkgo biloba L.,145,16.5,230,8.8,塘桥镇牛桥村村委东侧,三级,31.904346,120.443448,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张49,张家港市,张49,银杏,Ginkgo biloba L.,145,17,250,8.4,塘桥镇牛桥村村委东侧,三级,31.909645,120.576061,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张50,张家港市,张50,银杏,Ginkgo biloba L.,135,14,184,8.25,塘桥镇牛桥村小王堂,三级,31.912344,120.569329,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张51,张家港市,张51,银杏,Ginkgo biloba L.,135,15,170,5.45,塘桥镇牛桥村小王堂,三级,31.840175,120.461483,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张52,张家港市,张52,银杏,Ginkgo biloba L.,365,11.5,285,10.1,塘桥镇牛桥村五厢,二级,31.881393,120.595498,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张53,张家港市,张53,银杏,Ginkgo biloba L.,365,18,455,14.4,塘桥镇牛桥村五厢,二级,31.955899,120.568225,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张54,张家港市,张54,香圆,Citrus grandis × junos,140,7.2,155,5.9,塘桥镇花园村黄泗浦公园,三级,31.925033,120.586985,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张56,张家港市,张56,银杏,Ginkgo biloba L.,315,15,325,10.5,金港街道东山村石头港路,二级,31.916036,120.453788,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张57,张家港市,张57,银杏,Ginkgo biloba L.,180,11,250,11.4,金港街道长山村宝灵庵内,三级,31.850172,120.486157,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张58,张家港市,张58,银杏,Ginkgo biloba L.,180,12,215,4.75,金港街道长山村宝灵庵内,三级,31.890879,120.534518,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张59,张家港市,张59,银杏,Ginkgo biloba L.,165,19,310,10.2,德积街道福民村北京东路,三级,31.906346,120.44505,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张61,张家港市,张61,银杏,Ginkgo biloba L.,385,22.5,415,17.6,大新镇长丰村双杏寺,二级,31.802942,120.538487,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张62,张家港市,张62,银杏,Ginkgo biloba L.,385,23,480,17.5,大新镇长丰村双杏寺,二级,31.791268,120.521838,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张63,张家港市,张63,银杏,Ginkgo biloba L.,375,23.5,340,16.25,大新镇长丰村双杏寺,二级,31.795067,120.617779,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张65,张家港市,张65,银杏,Ginkgo biloba L.,130,16,160,10.25,杨舍镇（经开区）河北村塘市粮库,三级,31.836649,120.600288,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
张家港市-张66,张家港市,张66,银杏,Ginkgo biloba L.,130,15,210,13.4,杨舍镇（经开区）河北村塘市粮库,三级,31.880639,120.683205,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/89d6aa2394994bb4b4579dedf4858c90/files/97315108081f4d83bb479308a7c3b831.docx
常熟市-常001,常熟市,常001,银杏,Ginkgo biloba L.,320,22.6,267,10,石梅园外,二级,31.571343,120.723337,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常002,常熟市,常002,银杏,Ginkgo biloba L.,520,7.5,198,9,山前部队,一级,31.553493,120.785181,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常003,常熟市,常003,银杏,Ginkgo biloba L.,520,20.5,329,10,山前部队,一级,31.600044,120.715966,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常004,常熟市,常004,银杏,Ginkgo biloba L.,520,10.3,17,6,山前部队东南围墙外,一级,31.582548,120.662216,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常005,常熟市,常005,银杏,Ginkgo biloba L.,320,16.1,295,14,常熟市石梅广场西,二级,31.661975,120.834035,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常006,常熟市,常006,银杏,Ginkgo biloba L.,420,18,286,19,石梅广场停车场西侧路边,二级,31.669889,120.862042,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常007,常熟市,常007,银杏,Ginkgo biloba L.,321,11,141,6,阁老坊,二级,31.576248,120.803337,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常008,常熟市,常008,银杏,Ginkgo biloba L.,321,11,151,9,阁老坊,二级,31.641512,120.661295,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常009,常熟市,常009,银杏,Ginkgo biloba L.,321,19,176,9,阁老坊,二级,31.658659,120.646342,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常010,常熟市,常010,银杏,Ginkgo biloba L.,321,19,138,7,阁老坊,二级,31.627984,120.645653,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常011,常熟市,常011,银杏,Ginkgo biloba L.,321,20,192,10,阁老坊,二级,31.636696,120.727213,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常012,常熟市,常012,银杏,Ginkgo biloba L.,321,19,226,9,阁老坊,二级,31.593569,120.835006,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常013,常熟市,常013,银杏,Ginkgo biloba L.,321,18.5,162,7,阁老坊,二级,31.633198,120.864576,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常014,常熟市,常014,银杏,Ginkgo biloba L.,820,26.5,509,15,方塔园,一级,31.58422,120.826369,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常015,常熟市,常015,银杏,Ginkgo biloba L.,420,26.5,279,16,石梅广场老干部活动中心后花园,二级,31.64893,120.788052,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常016,常熟市,常016,银杏,Ginkgo biloba L.,320,19,188,5,石梅广场老干部活动中心西侧花园,二级,31.719975,120.830105,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常017,常熟市,常017,银杏,Ginkgo biloba L.,320,13.2,292,7,虞山圣贤广场南侧路边,二级,31.665759,120.77605,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
常熟市-常018,常熟市,常018,银杏,Ginkgo biloba L.,320,18.5,427,15,李闸路90号九灵犀产业园,二级,31.609246,120.733056,地区级示意,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c.shtml,https://ylj.suzhou.gov.cn/szsylj/zygk/202502/b942e632fd594c62ad810da5b62fe35c/files/17f5ab103c8e482997442593852b7abb.docx
